java -jar RankLib-2.1-patched.jar -train MSLR-WEB10K/Fold2/train.txt -ranker 6 -test MSLR-WEB10K/Fold2/test.txt -validate MSLR-WEB10K/Fold2/vali.txt -metric2t NDCG@10 -tc 10 -round 100

[+] General Parameters:
Training data:	MSLR-WEB10K/Fold2/train.txt
Test data:	MSLR-WEB10K/Fold2/test.txt
Validation data:	MSLR-WEB10K/Fold2/vali.txt
Feature vector representation: Dense.
Ranking method:	LambdaMART
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No

[+] LambdaMART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 10
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [MSLR-WEB10K/Fold2/train.txt]... [Done.]            
(6000 ranked lists, 716683 entries read)
Reading feature file [MSLR-WEB10K/Fold2/vali.txt]... [Done.]            
(2000 ranked lists, 241521 entries read)
Reading feature file [MSLR-WEB10K/Fold2/test.txt]... [Done.]            
(2000 ranked lists, 241988 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V | 
---------------------------------
170     | 0.4282    | 0.4188    | 
171     | 0.4283    | 0.419     | 
172     | 0.4283    | 0.4189    | 
173     | 0.4282    | 0.4194    | 
174     | 0.4283    | 0.4194    | 
175     | 0.4285    | 0.4193    | 
176     | 0.4287    | 0.4194    | 
177     | 0.4288    | 0.4192    | 
178     | 0.4291    | 0.4195    | 
179     | 0.4292    | 0.4193    | 
180     | 0.4293    | 0.4197    | 
181     | 0.4293    | 0.4196    | 
182     | 0.4295    | 0.4197    | 
183     | 0.4295    | 0.4196    | 
184     | 0.4296    | 0.4196    | 
185     | 0.4298    | 0.4198    | 
186     | 0.4298    | 0.42      | 
187     | 0.4299    | 0.4201    | 
188     | 0.4298    | 0.4202    | 
189     | 0.4299    | 0.4204    | 
190     | 0.4299    | 0.4203    | 
191     | 0.43      | 0.4203    | 
192     | 0.4301    | 0.4203    | 
193     | 0.4302    | 0.4204    | 
194     | 0.43      | 0.4207    | 
195     | 0.4301    | 0.4207    | 
196     | 0.4304    | 0.4208    | 
197     | 0.4304    | 0.4212    | 
198     | 0.4306    | 0.4209    | 
199     | 0.4308    | 0.4211    | 
200     | 0.4307    | 0.4211    | 
201     | 0.4308    | 0.4211    | 
202     | 0.4308    | 0.4211    | 
203     | 0.4309    | 0.4211    | 
204     | 0.4309    | 0.421     | 
205     | 0.4311    | 0.421     | 
206     | 0.4312    | 0.4214    | 
207     | 0.4312    | 0.4216    | 
208     | 0.4312    | 0.4216    | 
209     | 0.4313    | 0.4219    | 
210     | 0.4314    | 0.4221    | 
211     | 0.4315    | 0.4221    | 
212     | 0.4316    | 0.4221    | 
213     | 0.4315    | 0.4222    | 
214     | 0.432     | 0.4223    | 
215     | 0.432     | 0.4227    | 
216     | 0.4322    | 0.4228    | 
217     | 0.4324    | 0.423     | 
218     | 0.4324    | 0.4229    | 
219     | 0.4325    | 0.4227    | 
220     | 0.4325    | 0.4228    | 
221     | 0.4325    | 0.4227    | 
222     | 0.4325    | 0.4227    | 
223     | 0.4326    | 0.4228    | 
