java -jar RankLib-2.1-patched.jar -train MSLR-WEB10K/Fold5/train.txt -ranker 6 -test MSLR-WEB10K/Fold5/test.txt -validate MSLR-WEB10K/Fold5/vali.txt -metric2t NDCG@10 -tc 10 -round 100

[+] General Parameters:
Training data:	MSLR-WEB10K/Fold5/train.txt
Test data:	MSLR-WEB10K/Fold5/test.txt
Validation data:	MSLR-WEB10K/Fold5/vali.txt
Feature vector representation: Dense.
Ranking method:	LambdaMART
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No

[+] LambdaMART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 10
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [MSLR-WEB10K/Fold5/train.txt]... [Done.]            
(6000 ranked lists, 722602 entries read)
Reading feature file [MSLR-WEB10K/Fold5/vali.txt]... [Done.]            
(2000 ranked lists, 242331 entries read)
Reading feature file [MSLR-WEB10K/Fold5/test.txt]... [Done.]            
(2000 ranked lists, 235259 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V | 
---------------------------------
38      | 0.3949    | 0.3956    | 
39      | 0.3954    | 0.3959    | 
40      | 0.3959    | 0.3963    | 
41      | 0.3977    | 0.3978    | 
42      | 0.3988    | 0.3986    | 
43      | 0.3991    | 0.3997    | 
44      | 0.3993    | 0.4       | 
45      | 0.4001    | 0.4005    | 
46      | 0.4008    | 0.4013    | 
47      | 0.4014    | 0.403     | 
48      | 0.402     | 0.4037    | 
49      | 0.4026    | 0.4043    | 
50      | 0.4032    | 0.4043    | 
51      | 0.4034    | 0.4047    | 
52      | 0.4038    | 0.4053    | 
53      | 0.4045    | 0.4065    | 
54      | 0.4048    | 0.407     | 
55      | 0.4056    | 0.4079    | 
56      | 0.406     | 0.4084    | 
57      | 0.4063    | 0.4095    | 
58      | 0.4067    | 0.4097    | 
59      | 0.4067    | 0.41      | 
60      | 0.4071    | 0.411     | 
61      | 0.4074    | 0.4114    | 
62      | 0.4077    | 0.4112    | 
63      | 0.4081    | 0.4114    | 
64      | 0.4086    | 0.4125    | 
65      | 0.409     | 0.4123    | 
66      | 0.4091    | 0.4124    | 
67      | 0.4097    | 0.4127    | 
68      | 0.41      | 0.413     | 
69      | 0.4101    | 0.4139    | 
70      | 0.4104    | 0.4141    | 
71      | 0.4108    | 0.4148    | 
72      | 0.4113    | 0.4151    | 
73      | 0.4116    | 0.4152    | 
74      | 0.412     | 0.4156    | 
75      | 0.4125    | 0.4159    | 
76      | 0.4127    | 0.4161    | 
77      | 0.413     | 0.4168    | 
78      | 0.4133    | 0.4171    | 
79      | 0.4135    | 0.4173    | 
80      | 0.4138    | 0.4175    | 
81      | 0.4141    | 0.4176    | 
82      | 0.4142    | 0.4178    | 
83      | 0.4148    | 0.418     | 
84      | 0.4149    | 0.4187    | 
85      | 0.4152    | 0.419     | 
86      | 0.4155    | 0.4191    | 
87      | 0.4158    | 0.4195    | 
88      | 0.4159    | 0.4196    | 
89      | 0.416     | 0.4195    | 
90      | 0.4163    | 0.4198    | 
91      | 0.4163    | 0.42      | 
92      | 0.4167    | 0.4204    | 
93      | 0.4169    | 0.4203    | 
94      | 0.4172    | 0.4203    | 
95      | 0.4171    | 0.4204    | 
96      | 0.4174    | 0.4208    | 
97      | 0.4174    | 0.421     | 
98      | 0.4175    | 0.4209    | 
99      | 0.4177    | 0.4209    | 
100     | 0.418     | 0.4213    | 
101     | 0.4181    | 0.4218    | 
102     | 0.4182    | 0.4222    | 
103     | 0.4184    | 0.4219    | 
104     | 0.4186    | 0.4221    | 
105     | 0.4187    | 0.4223    | 
106     | 0.4188    | 0.4224    | 
107     | 0.4189    | 0.4227    | 
108     | 0.4192    | 0.4226    | 
109     | 0.4191    | 0.4227    | 
110     | 0.4193    | 0.4232    | 
111     | 0.4196    | 0.4232    | 
112     | 0.4199    | 0.4234    | 
113     | 0.4204    | 0.4235    | 
114     | 0.4204    | 0.4235    | 
115     | 0.4203    | 0.4236    | 
116     | 0.4207    | 0.4237    | 
117     | 0.421     | 0.4237    | 
118     | 0.4211    | 0.4237    | 
119     | 0.4209    | 0.4239    | 
120     | 0.421     | 0.4239    | 
121     | 0.4209    | 0.4239    | 
122     | 0.4211    | 0.4239    | 
123     | 0.4213    | 0.424     | 
124     | 0.4215    | 0.4242    | 
125     | 0.4219    | 0.4243    | 
126     | 0.4221    | 0.4243    | 
127     | 0.4222    | 0.4245    | 
128     | 0.4225    | 0.4246    | 
129     | 0.4226    | 0.4246    | 
130     | 0.4228    | 0.4249    | 
131     | 0.4228    | 0.425     | 
132     | 0.4229    | 0.4253    | 
133     | 0.4229    | 0.4253    | 
134     | 0.4235    | 0.4253    | 
135     | 0.4235    | 0.4256    | 
136     | 0.4236    | 0.4257    | 
137     | 0.4238    | 0.4259    | 
138     | 0.4242    | 0.4264    | 
139     | 0.4244    | 0.4266    | 
140     | 0.4244    | 0.4264    | 
141     | 0.4247    | 0.4265    | 
142     | 0.4246    | 0.4267    | 
143     | 0.4247    | 0.4264    | 
144     | 0.4247    | 0.4264    | 
145     | 0.4248    | 0.4263    | 
146     | 0.4251    | 0.4267    | 
147     | 0.4252    | 0.4268    | 
148     | 0.4252    | 0.4271    | 
149     | 0.4256    | 0.4277    | 
150     | 0.4256    | 0.4275    | 
151     | 0.4257    | 0.4276    | 
152     | 0.4259    | 0.4276    | 
153     | 0.426     | 0.4279    | 
154     | 0.4263    | 0.428     | 
155     | 0.4266    | 0.4282    | 
156     | 0.4268    | 0.4284    | 
157     | 0.4268    | 0.4285    | 
158     | 0.427     | 0.4284    | 
159     | 0.4271    | 0.4285    | 
160     | 0.427     | 0.4288    | 
161     | 0.4269    | 0.4288    | 
162     | 0.4273    | 0.4292    | 
163     | 0.4272    | 0.4289    | 
164     | 0.4272    | 0.4294    | 
165     | 0.4272    | 0.4294    | 
166     | 0.4273    | 0.4295    | 
167     | 0.4274    | 0.4294    | 
168     | 0.4274    | 0.4296    | 
169     | 0.4277    | 0.4297    | 
170     | 0.4278    | 0.4297    | 
171     | 0.4277    | 0.4298    | 
172     | 0.4281    | 0.4301    | 
173     | 0.4281    | 0.4301    | 
174     | 0.4282    | 0.4304    | 
175     | 0.4283    | 0.4306    | 
176     | 0.4286    | 0.4305    | 
177     | 0.4287    | 0.4305    | 
178     | 0.4289    | 0.4311    | 
179     | 0.4289    | 0.4311    | 
180     | 0.4292    | 0.4313    | 
181     | 0.4293    | 0.4313    | 
182     | 0.4296    | 0.4315    | 
183     | 0.4297    | 0.4316    | 
184     | 0.4298    | 0.4317    | 
185     | 0.4301    | 0.4315    | 
186     | 0.43      | 0.4316    | 
187     | 0.4301    | 0.4316    | 
188     | 0.43      | 0.4316    | 
189     | 0.4302    | 0.4317    | 
190     | 0.4302    | 0.4317    | 
191     | 0.4303    | 0.4319    | 
192     | 0.4302    | 0.4315    | 
193     | 0.4304    | 0.4314    | 
194     | 0.4304    | 0.4318    | 
195     | 0.4305    | 0.4318    | 
196     | 0.4306    | 0.432     | 
197     | 0.4308    | 0.432     | 
198     | 0.431     | 0.4319    | 
199     | 0.431     | 0.4321    | 
200     | 0.4311    | 0.4323    | 
201     | 0.4314    | 0.4323    | 
202     | 0.4314    | 0.4322    | 
203     | 0.4314    | 0.4321    | 
204     | 0.4312    | 0.4325    | 
205     | 0.4312    | 0.4328    | 
206     | 0.4313    | 0.4328    | 
207     | 0.4315    | 0.4328    | 
208     | 0.4315    | 0.4328    | 
209     | 0.4318    | 0.4332    | 
210     | 0.4317    | 0.4332    | 
211     | 0.4318    | 0.4333    | 
212     | 0.4318    | 0.4334    | 
213     | 0.4319    | 0.4334    | 
214     | 0.4319    | 0.4332    | 
215     | 0.4318    | 0.4332    | 
216     | 0.432     | 0.4332    | 
217     | 0.4322    | 0.4333    | 
218     | 0.4323    | 0.4334    | 
219     | 0.4324    | 0.4332    | 
220     | 0.4325    | 0.4334    | 
221     | 0.4325    | 0.4334    | 
222     | 0.4325    | 0.4333    | 
223     | 0.4325    | 0.4332    | 
224     | 0.4326    | 0.4334    | 
225     | 0.4328    | 0.4334    | 
226     | 0.4328    | 0.4335    | 
227     | 0.4328    | 0.4335    | 
228     | 0.4327    | 0.4337    | 
229     | 0.4328    | 0.4337    | 
230     | 0.4327    | 0.4339    | 
231     | 0.4328    | 0.4338    | 
232     | 0.4328    | 0.434     | 
233     | 0.4329    | 0.4339    | 
234     | 0.4331    | 0.4338    | 
235     | 0.4332    | 0.4339    | 
236     | 0.4331    | 0.4341    | 
237     | 0.4332    | 0.4339    | 
238     | 0.4333    | 0.4341    | 
239     | 0.4334    | 0.434     | 
240     | 0.4334    | 0.4338    | 
241     | 0.4334    | 0.4339    | 
242     | 0.4334    | 0.4338    | 
243     | 0.4333    | 0.4337    | 
244     | 0.4334    | 0.4337    | 
245     | 0.4334    | 0.4337    | 
246     | 0.4333    | 0.434     | 
247     | 0.4334    | 0.4338    | 
248     | 0.4335    | 0.434     | 
249     | 0.4335    | 0.4341    | 
250     | 0.4336    | 0.4343    | 
251     | 0.4336    | 0.4343    | 
252     | 0.4337    | 0.4341    | 
253     | 0.4337    | 0.4343    | 
254     | 0.4336    | 0.4344    | 
255     | 0.4336    | 0.4345    | 
256     | 0.4338    | 0.4345    | 
257     | 0.4338    | 0.4345    | 
258     | 0.4337    | 0.4343    | 
259     | 0.4339    | 0.4347    | 
260     | 0.434     | 0.4347    | 
261     | 0.4339    | 0.4346    | 
262     | 0.4339    | 0.4346    | 
263     | 0.434     | 0.4348    | 
264     | 0.434     | 0.4347    | 
265     | 0.4341    | 0.4345    | 
266     | 0.4342    | 0.4345    | 
267     | 0.4342    | 0.4344    | 
268     | 0.4342    | 0.4345    | 
269     | 0.4342    | 0.4346    | 
270     | 0.4342    | 0.4345    | 
271     | 0.4345    | 0.4348    | 
272     | 0.4344    | 0.4348    | 
273     | 0.4346    | 0.4348    | 
274     | 0.4345    | 0.4348    | 
275     | 0.4346    | 0.4348    | 
276     | 0.4346    | 0.4349    | 
277     | 0.4346    | 0.4349    | 
278     | 0.4347    | 0.4349    | 
279     | 0.4348    | 0.4345    | 
280     | 0.4348    | 0.4343    | 
281     | 0.4347    | 0.4343    | 
282     | 0.4349    | 0.4343    | 
283     | 0.4349    | 0.4346    | 
284     | 0.4351    | 0.4346    | 
285     | 0.4351    | 0.4345    | 
286     | 0.435     | 0.4343    | 
287     | 0.4351    | 0.4343    | 
288     | 0.4351    | 0.4341    | 
289     | 0.4353    | 0.4342    | 
290     | 0.4354    | 0.4343    | 
291     | 0.4354    | 0.4343    | 
292     | 0.4352    | 0.4343    | 
293     | 0.4352    | 0.4343    | 
294     | 0.4353    | 0.4343    | 
295     | 0.4353    | 0.4343    | 
296     | 0.4353    | 0.4344    | 
297     | 0.4353    | 0.4343    | 
298     | 0.4353    | 0.4343    | 
299     | 0.4354    | 0.4343    | 
300     | 0.4356    | 0.4342    | 
301     | 0.4356    | 0.4341    | 
302     | 0.4356    | 0.4342    | 
303     | 0.4356    | 0.4342    | 
304     | 0.4357    | 0.4342    | 
305     | 0.4357    | 0.434     | 
306     | 0.4358    | 0.4339    | 
307     | 0.4359    | 0.4341    | 
308     | 0.4359    | 0.4342    | 
309     | 0.436     | 0.4339    | 
310     | 0.4361    | 0.4342    | 
311     | 0.436     | 0.4342    | 
312     | 0.4361    | 0.4344    | 
313     | 0.436     | 0.4342    | 
314     | 0.436     | 0.4343    | 
315     | 0.4361    | 0.4344    | 
316     | 0.4361    | 0.4342    | 
317     | 0.4361    | 0.4344    | 
318     | 0.4361    | 0.4344    | 
319     | 0.4361    | 0.4343    | 
320     | 0.4361    | 0.4342    | 
321     | 0.4361    | 0.4341    | 
322     | 0.4361    | 0.4342    | 
323     | 0.4361    | 0.4342    | 
324     | 0.4363    | 0.4341    | 
325     | 0.4364    | 0.4339    | 
326     | 0.4364    | 0.4339    | 
327     | 0.4365    | 0.4339    | 
328     | 0.4365    | 0.4339    | 
329     | 0.4366    | 0.4338    | 
330     | 0.4367    | 0.4338    | 
331     | 0.4367    | 0.4338    | 
332     | 0.4367    | 0.4338    | 
333     | 0.4365    | 0.434     | 
334     | 0.4367    | 0.434     | 
335     | 0.4367    | 0.434     | 
336     | 0.4366    | 0.434     | 
337     | 0.4366    | 0.434     | 
338     | 0.4367    | 0.434     | 
339     | 0.4367    | 0.434     | 
340     | 0.4367    | 0.434     | 
341     | 0.4367    | 0.4342    | 
342     | 0.4368    | 0.4343    | 
343     | 0.4368    | 0.4344    | 
344     | 0.4369    | 0.4343    | 
345     | 0.437     | 0.4341    | 
346     | 0.4369    | 0.4341    | 
347     | 0.437     | 0.4341    | 
348     | 0.437     | 0.4341    | 
349     | 0.4371    | 0.4342    | 
350     | 0.4372    | 0.4343    | 
351     | 0.4373    | 0.4344    | 
352     | 0.4374    | 0.434     | 
353     | 0.4373    | 0.434     | 
354     | 0.4373    | 0.4341    | 
355     | 0.4372    | 0.4342    | 
356     | 0.4372    | 0.4343    | 
357     | 0.4374    | 0.4343    | 
358     | 0.4375    | 0.4342    | 
359     | 0.4376    | 0.4343    | 
360     | 0.4375    | 0.4342    | 
361     | 0.4376    | 0.4341    | 
362     | 0.4375    | 0.4339    | 
363     | 0.4375    | 0.4341    | 
364     | 0.4375    | 0.4341    | 
365     | 0.4376    | 0.434     | 
366     | 0.4377    | 0.4342    | 
367     | 0.4377    | 0.4342    | 
368     | 0.4378    | 0.4344    | 
369     | 0.4379    | 0.4344    | 
370     | 0.4379    | 0.4344    | 
371     | 0.4379    | 0.4344    | 
372     | 0.4379    | 0.4345    | 
373     | 0.4379    | 0.4346    | 
374     | 0.438     | 0.4348    | 
375     | 0.438     | 0.4348    | 
376     | 0.4379    | 0.4349    | 
377     | 0.438     | 0.4349    | 
---------------------------------
Finished sucessfully.
NDCG@10 on training data: 0.4346
NDCG@10 on validation data: 0.4349
---------------------------------
NDCG@10 on test data: 0.4353
